"id_cliente";"n_polizas_tomador_ahorro";"n_polizas_tomador_autos";"n_polizas_tomador_jubilacion";"n_polizas_tomador_jubilacion_golf";"n_polizas_tomador_no_vida";"n_polizas_tomador_rc";"n_polizas_tomador_rentas";"n_polizas_tomador_riesgo_tomador";"n_polizas_tomador_vida_riesgo";"n_polizas_tomador_vida_riesgo_pm";"n_polizas_tomador_no_vida"
20894;0;0;0;0;1;0;0;0;0;0;1
20895;2;0;0;0;0;0;0;0;0;0;0
20896;0;0;0;0;1;0;0;0;0;0;1
20897;3;0;0;0;0;0;0;0;0;0;0
20898;4;0;0;0;0;0;0;0;0;0;0
20899;2;0;0;0;0;0;0;0;0;0;0
20900;0;0;0;0;1;0;0;0;0;0;1
20901;1;0;0;0;0;0;0;0;0;0;0
20902;0;0;0;0;1;0;0;0;0;0;1
20903;0;0;0;0;0;0;0;0;1;0;0
20904;1;0;0;0;0;0;0;0;0;0;0
20905;0;0;0;0;1;0;0;0;0;0;1
20906;9;0;0;0;2;0;1;2;0;0;2
20907;0;0;0;0;1;0;0;0;0;0;1
20908;0;0;0;0;1;0;0;0;0;0;1
20909;0;0;0;0;1;0;0;0;0;1;1
20910;0;0;0;0;1;0;0;0;0;0;1
20911;0;0;0;0;2;0;0;0;0;0;2
20912;0;0;0;0;1;0;0;0;0;0;1
20913;1;0;0;0;0;0;0;0;0;0;0
20914;2;0;0;0;0;0;0;0;0;2;0
20915;1;0;0;0;3;0;0;0;0;0;3
20916;0;0;0;0;1;0;0;0;0;0;1
20917;2;0;0;0;0;0;0;0;0;0;0
20918;1;0;0;0;0;0;0;0;0;0;0
20919;0;0;0;0;2;0;0;0;0;0;2
20920;2;0;0;0;1;0;0;0;0;0;1
20921;0;0;0;0;1;0;0;0;0;0;1
20922;1;0;0;0;0;0;0;0;0;0;0
20923;2;0;0;0;0;0;0;0;0;0;0
20924;0;0;0;0;1;0;0;0;0;0;1
20925;0;0;0;0;0;0;0;0;0;0;0
20926;0;0;0;0;1;0;0;0;0;0;1
20927;0;0;0;0;1;0;0;0;0;0;1
20928;0;0;0;0;1;0;0;0;0;0;1
20929;0;0;0;0;0;0;0;0;0;0;0
20930;5;0;0;0;2;0;0;0;0;0;2
20931;0;0;0;0;1;0;0;0;0;0;1
20932;0;0;0;0;1;0;0;0;0;0;1
20933;6;0;1;0;0;0;0;0;0;0;0
20934;0;0;0;0;2;0;0;0;0;0;2
20935;0;0;0;0;0;0;0;0;0;0;0
20936;1;0;0;0;0;0;0;0;0;0;0
20937;0;0;0;0;1;0;0;0;0;0;1
20938;1;0;0;0;0;0;0;0;0;0;0
20939;6;0;1;0;2;0;0;0;0;0;2
20940;2;0;0;0;0;0;0;0;0;0;0
20941;0;0;0;0;0;0;0;0;0;0;0
20942;0;0;0;0;2;0;0;0;0;0;2
20943;0;0;0;0;0;0;0;1;0;0;0
20944;2;0;0;0;1;0;0;0;0;0;1
20945;1;0;0;0;2;0;0;0;0;0;2
20946;0;0;0;0;1;0;0;0;0;0;1
20947;0;3;0;0;0;0;0;0;0;0;0
20948;1;0;0;0;0;0;0;0;0;0;0
20949;0;1;0;0;0;0;0;0;0;0;0
20950;2;0;0;0;0;0;0;0;0;0;0
20951;4;0;0;0;1;0;0;0;0;0;1
20952;0;0;0;0;1;0;0;0;0;0;1
20953;3;0;0;0;0;0;0;0;0;0;0
20954;1;0;0;0;1;0;0;0;0;0;1
20955;0;0;0;0;2;0;0;0;0;0;2
20956;1;0;0;0;0;0;0;0;0;0;0
20957;3;0;0;0;0;0;0;0;0;0;0
20958;3;0;0;0;0;0;0;0;0;0;0
20959;2;0;1;1;1;0;0;1;0;1;1
20960;1;0;0;0;1;0;0;0;0;0;1
20961;0;0;0;0;1;0;0;0;0;0;1
20962;2;0;0;0;3;0;0;0;0;0;3
20963;0;2;0;0;0;0;0;0;0;0;0
20964;0;0;0;0;1;0;0;0;0;0;1
20965;2;0;0;0;1;0;0;0;0;0;1
20966;4;0;0;0;0;0;0;0;0;0;0
20967;1;0;0;0;1;0;0;0;0;0;1
20968;1;0;1;0;2;0;0;0;0;0;2
20969;1;0;2;1;0;0;0;0;0;0;0
20970;4;0;0;0;0;0;0;0;0;0;0
20971;0;0;0;1;0;0;0;0;0;0;0
20972;2;0;0;0;0;0;0;0;0;1;0
20973;1;0;0;0;0;0;0;0;0;1;0
20974;0;0;0;0;1;0;0;0;0;0;1
20975;0;0;0;0;1;0;0;0;0;0;1
20976;6;0;0;0;0;0;0;0;0;0;0
20977;3;0;0;0;0;0;0;0;0;0;0
20978;4;0;1;0;0;0;1;0;0;0;0
20979;0;0;0;0;0;0;0;0;0;0;0
20980;0;0;0;0;1;0;0;0;0;0;1
20981;3;0;0;0;0;0;0;0;0;1;0
20982;2;0;1;0;1;0;0;0;0;0;1
20983;1;0;0;0;0;0;0;0;0;0;0
20984;1;0;0;0;2;0;0;0;0;0;2
20985;0;0;0;0;1;0;0;0;0;0;1
20986;4;0;0;0;0;0;0;0;0;0;0
20987;3;0;0;0;0;0;0;0;0;0;0
20988;2;0;0;1;0;0;0;0;0;0;0
20989;1;0;0;0;0;0;0;0;0;0;0
20990;3;0;0;0;1;0;0;0;0;0;1
20991;0;0;0;0;1;0;0;0;0;0;1
20992;1;0;0;1;0;0;0;0;0;0;0
20993;0;0;0;0;1;0;0;0;0;0;1
20994;0;0;0;0;1;0;0;0;0;0;1
20995;8;0;0;0;3;0;2;3;0;0;3
20996;1;0;0;0;1;0;0;0;0;0;1
20997;0;0;0;0;1;0;0;0;0;0;1
20998;3;0;0;0;0;0;0;0;0;0;0
20999;0;0;0;0;1;0;0;0;0;0;1
21000;2;0;0;0;0;0;0;0;0;0;0
21001;0;4;0;0;0;0;0;0;0;0;0
21002;0;0;0;0;1;0;0;0;0;0;1
21003;1;0;0;0;1;0;0;0;0;0;1
21004;6;0;0;0;2;0;0;0;0;0;2
21005;0;0;0;0;1;0;0;0;0;0;1
21006;0;1;0;0;0;0;0;0;0;0;0
21007;0;2;0;0;0;0;0;0;0;0;0
21008;2;0;0;0;0;0;0;0;0;0;0
21009;5;0;0;0;0;0;0;0;0;1;0
21010;4;0;1;2;0;0;0;2;0;0;0
21011;0;0;0;0;1;0;0;0;0;0;1
21012;0;0;0;0;0;0;0;0;1;0;0
21013;0;0;0;0;1;0;0;0;0;0;1
21014;0;0;0;0;1;0;0;0;0;0;1
21015;2;0;0;0;0;0;0;0;0;0;0
21016;6;0;0;0;0;0;0;2;0;0;0
21017;6;0;1;0;0;0;0;0;0;0;0
21018;1;0;0;0;1;0;0;0;0;0;1
21019;3;0;0;0;0;0;0;0;0;0;0
21020;4;0;1;0;0;0;2;2;0;0;0
21021;3;0;0;0;0;0;0;0;0;0;0
21022;1;0;0;0;0;0;0;0;0;0;0
21023;0;8;0;0;0;0;0;0;0;0;0
21024;1;0;0;0;0;0;0;0;0;0;0
21025;0;0;0;1;0;0;0;0;0;0;0
21026;2;0;0;0;0;0;0;0;0;0;0
21027;4;0;0;0;0;0;0;0;0;0;0
21028;1;0;0;0;1;0;0;0;0;0;1
21029;1;0;0;0;1;0;0;0;0;0;1
21030;1;0;0;0;0;0;0;0;0;0;0
21031;0;0;0;0;1;0;0;0;0;0;1
21032;0;0;0;0;1;0;0;0;0;0;1
21033;0;0;1;0;0;0;1;0;0;0;0
21034;0;0;0;0;1;0;0;0;0;0;1
21035;0;0;0;0;1;0;0;0;0;0;1
21036;1;0;0;0;0;0;0;0;0;0;0
21037;0;0;0;0;1;0;0;0;0;0;1
21038;6;0;0;0;1;0;0;0;0;0;1
21039;0;0;0;0;1;0;0;0;0;0;1
21040;3;0;0;0;0;0;0;0;0;0;0
21041;1;0;0;0;0;0;0;0;0;0;0
21042;0;0;0;0;0;0;0;0;0;1;0
21043;2;0;0;0;0;0;0;0;0;0;0
21044;1;0;0;0;0;0;0;2;0;0;0
21045;4;0;0;0;1;0;1;0;0;0;1
21046;2;0;0;0;1;0;0;0;0;0;1
21047;1;0;0;0;0;0;0;0;0;0;0
21048;1;0;0;0;0;0;0;0;0;1;0
21049;6;0;0;0;0;1;0;1;0;0;0
21050;1;0;0;0;0;0;0;0;0;0;0
21051;0;0;0;0;2;0;0;0;0;0;2
21052;0;0;0;0;1;0;0;0;0;0;1
21053;1;0;0;0;0;0;0;0;0;1;0
21054;1;0;0;0;1;0;0;0;0;0;1
21055;2;0;0;0;0;0;0;0;0;1;0
21056;0;0;0;0;1;0;0;0;0;0;1
21057;1;0;0;0;0;0;0;0;0;0;0
21058;3;0;0;0;0;0;0;0;0;0;0
21059;3;0;0;0;1;0;0;0;0;0;1
21060;0;0;0;0;1;0;0;0;0;0;1
21061;0;3;0;0;0;0;0;0;0;0;0
21062;0;1;0;0;0;0;0;0;0;0;0
21063;0;0;1;0;0;0;0;0;0;0;0
21064;2;0;0;0;0;0;0;0;0;0;0
21065;2;0;0;0;0;0;0;0;0;0;0
21066;1;0;0;0;0;0;0;0;0;0;0
21067;2;0;0;0;0;0;0;0;0;0;0
21068;1;0;0;0;1;0;0;0;0;0;1
21069;0;0;0;0;1;0;0;0;0;0;1
21070;1;0;0;0;1;0;0;1;0;0;1
21071;0;0;0;0;1;0;0;0;0;0;1
21072;1;0;0;0;1;0;0;0;0;0;1
21073;2;0;0;0;1;0;0;0;0;0;1
21074;0;3;0;0;0;0;0;0;0;0;0
21075;2;0;0;0;0;0;0;0;0;1;0
21076;0;4;0;0;0;0;0;0;0;0;0
21077;0;0;0;0;0;0;0;0;0;0;0
21078;3;0;0;0;1;0;0;0;0;0;1
21079;2;0;0;0;1;0;0;0;0;0;1
21080;2;0;1;0;0;0;0;0;0;0;0
21081;2;0;0;0;0;0;0;0;0;0;0
21082;2;0;0;0;0;0;0;0;0;0;0
21083;0;0;0;0;1;0;0;0;0;0;1
21084;4;0;0;0;2;0;0;0;0;0;2
21085;3;0;0;0;1;0;0;0;0;0;1
21086;0;1;0;0;0;0;0;0;0;0;0
21087;0;0;0;0;1;0;0;0;0;0;1
21088;2;0;0;0;1;0;0;0;0;0;1
21089;0;0;1;3;0;0;0;0;0;0;0
21090;0;0;0;0;1;0;0;0;0;0;1
21091;1;0;0;0;0;0;0;0;0;0;0
21092;0;0;0;1;0;0;0;0;0;0;0
21093;3;0;0;2;1;0;1;3;0;0;1
21094;0;0;0;0;1;0;0;0;0;0;1
21095;0;0;0;0;1;0;0;0;0;0;1
21096;0;1;0;0;0;0;0;0;0;0;0
21097;0;0;0;0;1;0;0;0;0;0;1
21098;1;0;0;0;0;0;0;0;0;0;0
21099;0;0;0;0;0;0;0;0;0;1;0
21100;0;0;0;0;1;0;0;0;0;0;1
21101;2;0;0;0;0;0;0;0;0;1;0
21102;0;0;0;0;1;0;0;0;0;0;1
21103;0;0;0;0;1;0;0;0;0;0;1
21104;1;0;0;0;1;0;0;0;0;0;1
21105;1;0;0;0;1;0;0;0;0;0;1
21106;1;0;0;0;0;0;0;0;0;0;0
21107;0;0;0;0;3;0;0;0;0;0;3
21108;7;0;2;1;2;0;0;0;0;1;2
21109;3;0;0;0;0;0;0;0;0;0;0
21110;0;0;0;0;1;0;0;0;0;0;1
21111;0;0;0;0;1;0;0;0;0;0;1
21112;3;0;0;0;0;0;0;0;0;1;0
21113;0;0;0;0;1;0;0;0;0;0;1
21114;0;0;0;0;0;0;0;0;1;0;0
21115;2;0;0;0;0;0;0;0;0;0;0
21116;3;0;0;0;0;0;0;2;0;0;0
21117;2;0;0;0;0;0;0;0;0;0;0
21118;0;0;1;2;0;0;0;2;0;0;0
21119;1;0;0;0;0;0;0;0;0;0;0
21120;0;0;0;2;0;0;0;0;0;0;0
21121;0;0;0;0;1;0;0;0;0;0;1
21122;0;8;0;0;0;0;0;0;0;0;0
21123;2;0;0;0;0;0;0;0;0;0;0
21124;0;1;0;0;0;0;0;0;0;0;0
21125;1;0;0;0;0;0;0;0;0;0;0
21126;1;0;0;0;0;0;0;0;0;0;0
21127;0;0;0;0;1;0;0;0;0;0;1
21128;0;0;0;0;0;0;0;0;0;0;0
21129;0;0;0;0;1;0;0;0;0;0;1
21130;0;0;0;2;0;0;0;0;0;0;0
21131;3;0;0;0;0;0;0;0;0;0;0
21132;1;0;0;0;0;0;0;0;0;1;0
21133;0;0;0;0;1;0;0;0;0;0;1
21134;2;0;0;0;0;0;0;0;0;0;0
21135;2;0;0;0;0;0;0;0;0;0;0
21136;2;0;0;0;0;0;0;1;0;1;0
21137;2;0;0;0;0;0;0;0;0;0;0
21138;0;0;0;0;1;0;0;0;0;0;1
21139;4;0;0;0;0;0;0;0;0;0;0
21140;1;0;0;0;1;0;0;0;0;0;1
21141;2;0;0;0;0;0;0;0;0;0;0
21142;0;0;0;0;1;0;0;0;0;0;1
21143;0;0;0;0;1;0;0;0;0;0;1
21144;1;0;0;0;0;0;0;0;0;0;0
21145;0;0;0;0;1;0;0;0;0;0;1
21146;4;0;0;0;1;0;0;0;0;0;1
21147;3;0;0;0;0;0;0;0;0;1;0
21148;4;0;0;0;1;0;0;1;0;0;1
21149;1;0;0;0;0;0;0;0;0;0;0
21150;0;0;0;0;1;0;0;0;0;0;1
21151;2;0;0;0;1;0;0;0;0;0;1
21152;5;0;0;0;0;0;1;0;0;0;0
21153;2;0;0;0;2;0;0;0;0;0;2
21154;0;0;0;0;1;0;0;0;0;0;1
21155;0;0;0;0;1;0;0;0;0;0;1
21156;0;0;0;0;1;0;0;0;0;0;1
21157;0;0;0;0;1;0;0;0;0;0;1
21158;0;0;0;0;1;0;0;0;0;0;1
21159;0;0;0;0;1;0;0;0;0;0;1
21160;2;0;0;0;0;0;0;0;0;0;0
21161;2;0;0;0;1;0;0;2;0;0;1
21162;1;0;0;0;0;0;0;0;0;0;0
21163;2;0;0;0;0;0;0;0;0;0;0
21164;0;0;0;0;0;0;3;0;0;0;0
21165;0;0;0;0;1;0;0;0;0;0;1
21166;0;0;0;0;1;0;0;0;0;0;1
21167;0;0;0;0;2;0;0;0;0;0;2
21168;2;0;0;0;1;0;0;0;0;0;1
21169;0;1;0;0;0;0;0;0;0;0;0
21170;4;0;1;2;1;0;0;0;0;0;1
21171;2;0;0;0;0;0;0;0;0;0;0
21172;0;0;0;0;0;0;0;1;0;0;0
21173;2;0;0;0;0;0;0;0;0;0;0
21174;1;0;0;0;0;0;0;0;0;0;0
21175;0;0;0;0;2;0;0;0;0;0;2
21176;0;0;0;0;1;0;0;0;0;0;1
21177;0;0;0;0;1;0;0;0;0;0;1
21178;2;0;0;0;1;0;0;0;0;0;1
21179;0;0;0;0;2;0;0;0;0;0;2
21180;0;0;0;0;0;1;0;0;0;0;0
21181;0;0;0;0;0;1;0;0;0;0;0
21182;4;0;0;0;0;0;0;0;0;0;0
21183;3;0;1;0;2;0;0;0;0;1;2
21184;0;0;0;0;1;0;0;0;0;0;1
21185;0;0;0;0;1;0;0;0;0;0;1
21186;0;0;0;0;1;0;0;0;0;0;1
21187;0;0;0;0;1;0;0;0;0;0;1
21188;2;0;0;0;3;0;0;0;0;0;3
21189;1;0;0;0;0;0;0;0;0;0;0
21190;5;0;0;0;1;0;0;0;0;1;1
21191;2;0;0;0;1;0;0;0;0;0;1
21192;0;0;0;0;2;0;0;0;0;0;2
21193;0;0;0;0;1;0;0;0;0;0;1
21194;2;0;0;0;1;0;0;0;0;0;1
21195;0;4;0;0;0;0;0;0;0;0;0
21196;0;0;0;0;1;0;0;0;0;0;1
21197;1;0;0;0;0;0;0;0;0;0;0
21198;0;0;0;0;0;0;0;0;0;0;0
21199;2;0;0;0;1;0;0;0;0;0;1
21200;2;0;1;3;0;0;0;0;0;0;0
21201;1;0;0;0;0;0;0;0;0;1;0
21202;2;0;0;0;0;0;0;0;0;0;0
21203;5;0;0;0;1;0;0;0;0;0;1
21204;4;0;0;0;1;0;0;0;0;1;1
21205;1;0;0;0;0;0;0;2;0;0;0
21206;2;0;0;0;4;0;0;0;0;0;4
21207;4;0;0;0;1;0;0;2;0;0;1
21208;0;0;0;0;0;0;0;0;0;1;0
21209;3;0;0;0;0;0;0;0;0;0;0
21210;2;0;0;0;1;0;0;0;0;0;1
21211;1;0;0;0;0;0;0;0;0;0;0
21212;1;0;0;0;0;0;0;0;0;0;0
21213;0;8;0;0;0;0;0;0;0;0;0
21214;2;0;0;0;2;0;0;0;0;0;2
21215;2;0;0;0;0;0;0;0;0;0;0
21216;0;0;0;0;0;0;1;0;0;0;0
21217;0;2;0;0;0;0;0;0;0;0;0
21218;4;0;0;0;0;0;0;0;0;0;0
21219;1;0;0;0;0;0;0;0;0;0;0
21220;1;0;0;0;0;0;0;0;0;0;0
21221;0;0;0;0;1;0;0;0;0;0;1
21222;0;0;0;0;1;0;0;0;0;0;1
21223;2;0;0;0;0;0;0;0;0;0;0
21224;0;0;0;0;1;0;0;0;0;0;1
21225;2;0;0;0;0;0;0;0;0;0;0
21226;0;0;0;0;2;0;0;0;0;0;2
21227;1;0;0;0;1;0;0;0;0;0;1
21228;2;0;0;0;0;0;0;0;0;0;0
21229;1;0;0;0;0;0;0;0;0;0;0
21230;1;0;0;0;0;0;0;0;0;0;0
21231;2;0;1;2;1;0;1;0;0;1;1
21232;0;0;0;0;1;0;0;0;0;0;1
21233;0;0;0;1;0;0;0;0;0;0;0
21234;1;0;0;0;2;0;0;0;0;0;2
21235;2;0;0;0;0;0;0;0;0;0;0
21236;0;3;0;0;0;0;0;0;0;0;0
21237;2;0;0;0;1;0;0;0;0;0;1
21238;0;1;0;0;0;0;0;0;0;0;0
21239;0;0;0;0;0;1;0;0;0;0;0
21240;3;0;0;0;1;0;0;0;0;0;1
21241;0;0;0;0;1;0;0;0;0;0;1
21242;4;0;1;0;1;0;1;0;0;1;1
21243;3;0;0;0;0;0;0;0;0;0;0
21244;1;0;0;0;0;0;0;0;0;0;0
21245;1;0;0;0;0;0;0;0;0;0;0
21246;2;0;0;0;2;0;0;0;0;0;2
21247;6;0;0;0;0;0;0;0;0;0;0
21248;2;0;0;0;0;0;0;0;0;0;0
21249;0;0;0;0;1;0;0;0;0;0;1
21250;1;0;0;0;0;0;0;0;0;0;0
21251;0;0;0;0;2;0;0;0;0;0;2
21252;1;0;0;0;1;0;0;0;0;0;1
21253;3;0;0;0;0;0;0;0;0;0;0
21254;0;0;0;0;1;0;0;0;0;0;1
21255;2;0;0;0;1;0;0;0;0;0;1
21256;0;2;0;0;0;0;0;0;0;0;0
21257;2;0;0;0;1;0;0;0;0;0;1
21258;2;0;0;0;1;0;0;0;0;0;1
21259;5;0;0;0;0;0;0;0;0;1;0
21260;2;0;0;0;0;0;0;0;0;0;0
21261;6;0;0;0;1;0;0;0;0;0;1
21262;0;0;0;0;1;0;0;0;0;0;1
21263;0;0;0;0;1;0;0;0;0;0;1
21264;1;0;0;0;1;0;0;0;0;1;1
21265;0;0;0;0;1;0;0;0;0;0;1
21266;0;0;0;0;0;0;0;0;0;0;0
21267;2;0;0;0;1;0;0;0;0;0;1
21268;1;0;0;0;0;0;0;0;0;0;0
21269;1;0;0;0;0;0;1;2;0;0;0
21270;0;0;0;0;1;0;0;0;0;0;1
21271;1;0;0;0;0;0;0;0;0;0;0
21272;0;4;0;0;0;0;0;0;0;0;0
21273;0;0;0;0;1;0;0;0;0;0;1
21274;2;0;0;0;0;0;0;0;0;0;0
21275;0;0;0;0;1;0;0;0;0;0;1
21276;0;0;0;0;0;0;0;0;0;0;0
21277;0;0;0;0;1;0;0;0;0;0;1
21278;0;0;0;0;1;0;0;0;0;0;1
21279;1;0;0;0;0;0;0;0;0;1;0
21280;0;0;0;2;0;0;0;0;0;0;0
21281;3;0;0;0;0;0;0;0;0;0;0
21282;2;0;0;0;0;0;0;0;0;0;0
21283;0;0;0;0;1;0;1;1;0;0;1
21284;1;0;0;0;0;0;0;0;0;0;0
21285;3;0;0;0;0;0;0;0;0;0;0
21286;0;0;0;0;0;0;0;0;0;0;0
21287;2;0;0;0;0;0;0;0;0;0;0
21288;0;6;0;0;0;0;0;0;0;0;0
21289;7;0;0;1;1;0;1;0;0;0;1
21290;0;0;0;1;2;0;0;0;0;0;2
21291;0;0;0;0;1;0;0;0;0;0;1
21292;6;0;3;2;0;0;0;4;0;1;0
21293;0;0;0;0;0;0;0;0;0;0;0
21294;0;0;0;0;1;0;0;0;0;0;1
21295;1;0;0;0;0;0;0;0;0;0;0
21296;0;0;0;0;1;0;0;0;0;0;1
21297;0;0;0;0;2;0;0;0;0;0;2
21298;5;0;0;1;2;0;0;2;0;0;2
21299;0;0;0;0;1;0;0;0;0;0;1
21300;0;0;0;0;1;0;0;0;0;0;1
21301;0;1;0;0;0;0;0;0;0;0;0
21302;0;0;0;0;1;0;0;0;0;0;1
21303;2;0;0;1;1;0;0;2;0;0;1
21304;0;0;0;0;1;0;0;0;0;0;1
21305;2;0;0;0;1;0;0;0;0;0;1
21306;2;0;0;0;0;0;0;0;0;0;0
21307;2;0;1;0;0;0;0;0;0;2;0
21308;2;0;0;0;0;0;0;0;0;0;0
21309;0;0;0;0;1;0;0;0;0;0;1
21310;0;0;0;0;1;0;0;0;0;0;1
21311;1;0;0;0;3;0;1;0;0;0;3
21312;0;0;0;0;1;0;0;0;0;0;1
21313;1;0;0;0;0;0;0;0;0;0;0
21314;0;0;0;0;2;0;0;0;0;0;2
21315;3;0;0;0;0;0;0;0;0;0;0
21316;2;0;1;0;0;0;0;0;0;0;0
21317;4;0;0;1;0;0;0;0;0;0;0
21318;0;0;0;0;1;0;0;0;0;0;1
21319;1;0;0;0;1;0;0;0;0;0;1
21320;0;0;0;0;1;0;0;0;0;0;1
21321;1;0;0;0;0;0;0;0;0;0;0
21322;2;0;0;0;2;0;0;0;0;0;2
21323;1;0;0;0;1;0;0;0;0;0;1
21324;0;0;0;0;1;0;0;0;0;0;1
21325;0;2;0;0;0;0;0;0;0;0;0
21326;1;0;0;0;0;0;0;0;0;0;0
21327;3;0;1;0;1;0;1;0;0;0;1
21328;0;0;0;0;1;0;0;0;0;0;1
21329;1;0;0;0;0;0;0;0;0;0;0
21330;0;0;0;0;0;0;0;0;0;0;0
21331;3;0;0;0;0;0;0;0;0;0;0
21332;2;0;0;0;0;0;0;0;0;0;0
21333;0;0;0;1;0;0;1;0;0;1;0
21334;0;0;0;0;1;0;0;0;0;0;1
21335;1;0;0;0;0;0;0;0;0;0;0
21336;1;0;0;0;1;0;0;0;0;1;1
21337;1;0;0;0;0;0;0;0;0;0;0
21338;2;0;0;0;0;0;0;0;0;0;0
21339;1;0;0;0;0;0;0;0;0;0;0
21340;0;0;0;0;1;0;0;0;0;0;1
21341;0;2;0;0;0;0;0;0;0;0;0
21342;0;1;0;0;0;0;0;0;0;0;0
21343;0;0;0;0;1;0;0;0;0;0;1
21344;0;0;0;0;1;0;0;0;0;0;1
21345;1;0;0;0;0;0;0;0;0;0;0
21346;2;0;0;0;1;0;0;0;0;0;1
21347;1;0;0;0;1;0;0;0;0;0;1
21348;2;0;1;0;2;0;0;0;0;0;2
21349;1;0;0;1;0;0;0;0;0;0;0
21350;0;0;0;1;0;0;0;0;0;0;0
21351;2;0;0;0;0;0;0;0;0;0;0
21352;0;0;0;0;1;0;0;0;0;0;1
21353;4;0;0;0;0;0;0;0;0;0;0
21354;1;0;0;0;0;0;0;0;0;0;0
21355;1;0;0;0;1;0;0;0;0;0;1
21356;0;0;0;0;1;0;0;0;0;0;1
21357;2;0;0;0;1;0;0;0;0;1;1
21358;1;0;0;0;0;0;0;0;0;0;0
21359;0;2;0;0;0;0;0;0;0;0;0
21360;0;0;0;1;0;0;0;0;0;0;0
21361;2;0;0;0;0;0;1;0;0;0;0
21362;2;0;0;0;0;0;0;0;0;0;0
21363;0;0;0;0;0;0;0;1;0;0;0
21364;1;0;0;0;0;0;0;1;0;0;0
21365;1;0;0;0;0;0;0;0;0;0;0
21366;2;0;0;0;2;0;0;0;0;0;2
21367;0;2;0;0;0;0;0;0;0;0;0
21368;0;0;0;0;1;0;0;0;0;0;1
21369;0;3;0;0;0;0;0;0;0;0;0
21370;1;0;0;0;0;0;0;0;0;1;0
21371;0;0;0;0;1;0;0;0;0;0;1
21372;1;0;0;0;0;0;0;0;0;0;0
21373;3;0;0;0;0;0;0;0;0;0;0
21374;2;0;0;0;1;0;0;0;0;0;1
21375;1;0;0;0;1;0;0;0;0;0;1
21376;1;0;1;0;0;0;0;0;0;0;0
21377;2;0;0;0;1;0;0;0;0;0;1
21378;2;0;0;0;0;0;0;0;0;0;0
21379;1;0;0;0;0;0;0;0;0;1;0
21380;0;0;0;0;1;0;0;0;0;0;1
21381;0;0;0;0;1;0;0;0;0;0;1
21382;1;0;0;0;0;0;0;0;0;0;0
21383;1;0;0;0;0;0;0;0;0;1;0
21384;4;0;1;0;0;0;0;0;0;0;0
21385;1;0;0;0;1;0;0;0;0;0;1
21386;4;0;0;0;0;0;1;0;0;0;0
21387;0;0;0;0;1;0;0;0;0;0;1
21388;0;0;0;0;0;0;0;0;0;0;0
21389;1;0;1;1;0;0;0;0;0;0;0
21390;0;0;0;0;1;0;0;0;0;0;1
21391;0;0;0;0;2;0;0;0;0;0;2
21392;0;0;0;0;2;0;0;0;0;0;2
21393;0;0;0;0;1;0;0;0;0;0;1
21394;1;0;0;0;0;0;0;0;0;0;0
21395;3;0;0;0;1;0;0;0;0;0;1
21396;1;0;0;0;0;0;0;0;0;1;0
21397;0;0;0;0;1;0;0;0;0;0;1
21398;1;0;0;0;2;0;0;0;0;0;2
21399;0;0;0;0;1;0;0;0;0;0;1
21400;0;0;0;0;2;0;0;0;0;0;2
21401;0;0;0;0;1;0;0;0;0;0;1
21402;2;0;0;3;0;0;0;3;0;0;0
21403;0;0;0;0;1;0;0;0;0;0;1
21404;0;1;0;0;0;0;0;0;0;0;0
21405;0;0;0;0;0;0;1;0;0;0;0
21406;2;0;0;0;0;0;0;0;0;0;0
21407;0;0;0;0;1;0;0;0;0;0;1
21408;0;0;0;0;1;0;0;0;0;0;1
21409;0;0;0;0;1;0;0;0;0;0;1
21410;3;0;0;0;0;0;0;0;0;0;0
21411;1;0;0;0;0;0;0;0;0;1;0
21412;0;0;0;0;1;0;0;0;0;0;1
21413;0;0;0;0;1;0;0;0;0;1;1
21414;2;0;0;0;0;0;0;0;0;0;0
21415;4;0;0;0;1;0;0;0;0;0;1
21416;0;0;0;0;1;0;0;0;0;0;1
21417;2;0;0;0;0;0;0;0;0;0;0
21418;0;1;0;0;0;0;0;0;0;0;0
21419;2;0;0;0;0;0;0;0;0;0;0
21420;0;1;0;0;0;0;0;0;0;0;0
21421;0;0;0;0;1;0;0;0;0;0;1
21422;0;0;0;0;1;0;0;0;0;0;1
21423;2;0;0;0;1;0;0;0;0;0;1
21424;0;0;0;0;1;0;0;0;0;0;1
21425;2;0;0;1;1;0;0;0;0;1;1
21426;3;0;0;0;1;0;0;0;0;0;1
21427;1;0;0;0;0;0;0;0;0;0;0
21428;1;0;0;0;0;0;0;0;0;0;0
21429;2;0;0;0;1;0;0;0;0;0;1
21430;0;0;0;0;1;0;0;0;0;0;1
21431;0;1;0;0;0;0;0;0;0;0;0
21432;4;0;0;0;0;0;0;0;0;0;0
21433;0;0;0;0;0;0;0;0;0;1;0
21434;3;0;0;0;0;0;0;1;0;0;0
21435;1;0;0;0;0;0;0;0;0;0;0
21436;4;0;0;0;0;0;0;0;0;0;0
21437;2;0;0;0;0;0;0;0;0;0;0
21438;0;0;0;0;0;0;0;0;0;0;0
21439;3;0;0;0;0;0;0;0;0;0;0
21440;1;0;0;0;1;0;0;0;0;0;1
21441;2;0;0;0;0;0;0;0;0;1;0
21442;3;0;0;0;1;0;0;0;0;0;1
21443;6;0;0;0;2;0;0;0;0;1;2
21444;0;0;0;0;0;0;0;0;0;1;0
21445;3;0;0;0;1;0;0;0;0;0;1
